【智貼心照護系統】基站可管理多台智能手環 |遠距照護|不用每天滑手機來更新手環數據,Sen Connect,15440,4390,https://www.zeczec.com/projects/sen-connect,"站在年長者使用角度來設計|大字幕顯示|單鍵操作|自動測量血氧/心率/體溫/睡眠|異常即時通報|多人分享,zeczec",35 天,2022/08/12 20:00 – 2022/09/18 23:59,2022/08/12 20:00:00,2022/09/18 23:59:00
【一二土作｜溫品設計瓷品禮盒】職人原創x動物療癒你的日常，來點不一樣的食器吧！,一二土作One Two Ceramic,2776,450,https://www.zeczec.com/projects/onetwoceramic,"『一二土作，溫品製作』 原創設計食器，由心做出保有質感、溫感、手感的餐具。六款動物角色的杯碗陶瓷禮盒，客製化送禮小話語，送給你想療癒的那個人。,zeczec",49 天,2022/08/12 12:00 – 2022/10/02 23:59,2022/08/12 12:00:00,2022/10/02 23:59:00
『手作地毯 tufting』居家盒， 在家也可以自在打出一片屬於自己的地毯！,小紅花藝文工廠。手作地毯,0,7380,https://www.zeczec.com/projects/tufting,"『手作地毯 tufting』居家盒，二種易上手的圖案自由選擇，低門檻就可以享受手作地毯的樂趣～,zeczec",47 天,2022/08/12 12:00 – 2022/10/01 00:00,2022/08/12 12:00:00,2022/10/01 00:00:00
「穿與引」一部走入泰雅的短篇詩集 | 馥森阪治體驗式晚餐 Fun Dining,馥森 阪治Trio,3360,3360,https://www.zeczec.com/projects/fun-dining,"以演員和故事結合晚餐餐點出菜，在時間的推進中，享用一段特別的體驗式晚餐。,zeczec",41 天,2022/08/12 09:00 – 2022/09/25 17:00,2022/08/12 09:00:00,2022/09/25 17:00:00
【iMiniDV X4 】內建式安全帽行車記錄器｜3秒快拆｜ Wifi連接｜AI智慧啟動｜真人語音｜GPS測速｜守護你的「型」車安全,聯合總部 Federal Headquarters,2350371,2780,https://www.zeczec.com/projects/iminidv-x4,"100% 極隱蔽＋1080p 全高清＋140° 超廣角＝ 你無懼三寶｜不怕碰瓷的秘密武器｜google精準定位｜超高續航,zeczec",25 天,2022/08/11 12:00 – 2022/09/09 02:00,2022/08/11 12:00:00,2022/09/09 02:00:00
【蕭紫菡舞蹈劇場】—— 《罪愆》(OFFENSE)，前進西班牙MASDANZA編舞大賽 募資計劃！,蕭紫菡,73311,600,https://www.zeczec.com/projects/OFFENSE---MASDANZA,"作品《罪愆》(OFFENSE)入圍歐洲最佳舞蹈節——西班牙MASDANZA編舞大賽，欲募足機票及相關費用前往，盼獲各界支持。,zeczec",63 天,2022/08/11 12:00 – 2022/10/16 23:59,2022/08/11 12:00:00,2022/10/16 23:59:00
2023 日月之書 療癒寶盒~ 內含：療癒魔法手帳、能量桌曆、水晶靈擺、療癒寶石，再送萬元精美影音課程！做自己的療癒師，讓生活成為神聖儀式，用日日月月 書寫你的幸福春秋！,《河流》身心靈療癒誌,230142,2380,https://www.zeczec.com/projects/z-b0e440231f,"快打開這個魔法寶盒，和我們一同啟程吧！日子可以這樣過，日誌可以這樣寫，這是一場足以轉化你生命的儀式，每個人都是偉大的療癒師，讓我們在玩耍中療癒，在愛與覺知中，用日日月月，書寫你的幸福春秋！,zeczec",47 天,2022/08/11 10:00 – 2022/09/30 23:59,2022/08/11 10:00:00,2022/09/30 23:59:00
【WOOD小小兵｜來自台灣的檜木精靈】最香的檜木公仔！檜木與精油的搭配，公仔也能是擴香木，給你森林的自然清香,木頭方程式,150089,770,https://www.zeczec.com/projects/wood-robot,"台灣檜木與金屬零件創造的工業風DIY公仔，與檜木精油搭配，公仔也能是擴香木，給你森林的自然清香,zeczec",47 天,2022/08/10 20:00 – 2022/09/30 23:59,2022/08/10 20:00:00,2022/09/30 23:59:00
Lazervida 10W 雷射雕刻機 ► 超高效能，「輕」民登場！​,FLUX Inc.,5535326,12800,https://www.zeczec.com/projects/Lazervida,"顏值、實力、CP 值三者兼具，挑戰更「輕」巧、最「親」民雷射雕刻機。Lazervida 擁有超高品質雷射功率， 並涵蓋專業雷雕效能，熱愛創作的你一定會愛不釋手！,zeczec",41 天,2022/08/10 12:00 – 2022/09/24 23:59,2022/08/10 12:00:00,2022/09/24 23:59:00
【日本旭川】折折墊 | 多用途三角靠墊隨你折疊，體驗減壓生活新折學！,日本旭川,151810,2490,https://www.zeczec.com/projects/zhe-zhe-pillow,"給想減壓放鬆的你，三大「折」學體驗！專利折疊設計搭配高密度記憶芯，符合人體工學、慢回彈高支撐，將壓力交給折折墊，打造居家減壓「折」學生活！,zeczec",40 天,2022/08/10 10:30 – 2022/09/23 23:59,2022/08/10 10:30:00,2022/09/23 23:59:00
